grid_id,institution,city,state,country
grid.490665.8,Southwest Healthcare System,Wildomar,California,United States
grid.490675.9,Florida Department of Citrus,Bartow,Florida,United States
grid.490686.5,New York City Department for the Aging,New York,New York,United States
grid.490688.b,Florida Department of Health in Orange County,Orlando,Florida,United States
grid.490692.0,New York City Department of Correction,New York,New York,United States
grid.490696.4,Hawaii Department of Human Services,Honolulu,Hawaii,United States
grid.490709.3,Regional Obstetrical Consultants,Chattanooga,Tennessee,United States
grid.490710.b,The American Legion Department of Wisconsin,Portage,Wisconsin,United States
grid.490712.9,Redmond Fire Department,Redmond,Washington,United States
grid.490715.e,Hennepin County,Minneapolis,Minnesota,United States
grid.490717.c,UnaSource Health,Troy,Michigan,United States
grid.490719.2,Beat Nb,Braintree,Massachusetts,United States
grid.490721.9,The Stern Cardiovascular Foundation,Memphis,Tennessee,United States
grid.490723.b,A Step Ahead Foundation,Memphis,Tennessee,United States
grid.490724.c,Jack Jablonski BEL13VE in Miracles Foundation,New Brighton,Minnesota,United States
grid.490725.d,National CMV Foundation,Tampa,Florida,United States
grid.490730.9,Columbus Ophthalmology Associates,Dublin,Ohio,United States
grid.490731.8,Absenger Cancer Education Foundation,Spring Lake,Michigan,United States
grid.490734.d,Auto Dealers Caring for Kids Foundation,Norristown,Pennsylvania,United States
grid.490735.c,Colorado Springs Osteopathic Foundation,Colorado Springs,Colorado,United States
grid.490741.f,Aidan Foundation,Chandler,Arizona,United States
grid.490742.c,Health Foundation for Western & Central New York,Buffalo,New York,United States
grid.490743.d,FH Foundation,Pasadena,California,United States
grid.490745.b,Fibrous Dysplasia Foundation,Grandville,Michigan,United States
grid.490746.8,Community Pharmacy Foundation,Chicago,Illinois,United States
grid.490749.7,Alana's Foundation,Bloomfield Hills,Michigan,United States
grid.490751.e,Farrell Family Foundation,Kentfield,California,United States
grid.490759.6,Alliance Foundation Trials,Boston,Massachusetts,United States
grid.490760.c,Alliance Healthcare Foundation,San Diego,California,United States
grid.490763.f,Cured Foundation,Buffalo Grove,Illinois,United States
grid.490765.9,AlterMed Research Foundation,Fort Collins,Colorado,United States
grid.490767.b,Alternating Hemiplegia of Childhood Foundation,Southfield,Michigan,United States
grid.490769.5,American Foundation for Addiction Research,Carefree,Arizona,United States
grid.490771.c,Foundation for Faces of Children,Brookline,Massachusetts,United States
grid.490772.f,American Legion of Iowa Foundation,Des Moines,Iowa,United States
grid.490774.9,Foundation for Education and Musculoskeletal Research,Morton Grove,Illinois,United States
grid.490776.b,De Cavel Family SIDS Foundation,Cincinnati,Ohio,United States
grid.490780.2,Andrews Research & Education Foundation,Gulf Breeze,Florida,United States
grid.490784.6,Annenberg Foundation,Los Angeles,California,United States
grid.490787.5,GBS/CIDP Foundation International,Conshohocken,Pennsylvania,United States
grid.490788.a,Foundation for Southwest Orthopedic Research,Houston,Texas,United States
grid.490792.1,Geoffrey Beene Foundation,New York,New York,United States
grid.490793.0,Archstone Foundation,Long Beach,California,United States
grid.490795.6,Caplan Foundation for Early Childhood,Lock Haven,Pennsylvania,United States
grid.490796.5,Arizona Oncology Foundation,Tucson,Arizona,United States
grid.490801.4,Dignity Health,San Francisco,California,United States
grid.490802.7,The Goldfarb Foundation,Camp Hill,Pennsylvania,United States
grid.490804.1,Goldseker Foundation,Baltimore,Maryland,United States
grid.490807.2,Gray Foundation,Santa Rosa,California,United States
grid.490808.d,Cerebral Palsy Alliance Research Foundation,New York,New York,United States
grid.490810.4,Growing Spine Foundation,Milwaukee,Wisconsin,United States
grid.490811.5,Dolfinger-McMahon Foundation,Philadelphia,Pennsylvania,United States
grid.490812.6,National CFIDS Foundation,Needham,Massachusetts,United States
grid.490816.2,Gwendolyn Strong Foundation,Santa Barbara,California,United States
grid.490819.d,Dr. Jeffrey Thomas Stroke Shield Foundation,San Francisco,California,United States
grid.490822.5,Charles H. Hood Foundation,Boston,Massachusetts,United States
grid.490826.1,Healing Touch Worldwide Foundation,Houston,Texas,United States
grid.490836.0,Chronic Liver Disease Foundation,Clark,New Jersey,United States
grid.490838.e,A. James & Alice B. Clark Foundation,Bethesda,Maryland,United States
grid.490840.1,The Hubbard Foundation,Saint Paul,Minnesota,United States
grid.490842.3,HipKnee Arkansas Foundation,Little Rock,Arkansas,United States
grid.490845.4,Interventional Orthopedics Foundation,Broomfield,Colorado,United States
grid.490848.9,The O.P. and W.E. Edwards Foundation,Red Lodge,Montana,United States
grid.490850.0,How I Decide Foundation,Bala-Cynwyd,Pennsylvania,United States
grid.490855.5,Electrophysiology Research Foundation,Warren Township,New Jersey,United States
grid.490857.7,James B. and Lois R. Archer Charitable Foundation,San Angelo,Texas,United States
grid.490859.9,Hypersomnia Foundation,Atlanta,Georgia,United States
grid.490864.7,Cure CP,Atlanta,Georgia,United States
grid.490867.4,Nambudripad's Allergy Research Foundation,Fullerton,California,United States
grid.490868.b,Life Extension Foundation,Fort Lauderdale,Florida,United States
grid.490870.2,Lifelong Vision Foundation,Chesterfield,Missouri,United States
grid.490872.0,Nashville Public Library,Nashville,Tennessee,United States
grid.490873.1,Lipedema Foundation,Greenwich,Connecticut,United States
grid.490874.6,Inflammation Research Foundation,Peabody,Massachusetts,United States
grid.490875.7,National Foundation for Autism Research,San Diego,California,United States
grid.490878.a,The IBC Network Foundation,Friendswood,Texas,United States
grid.490879.b,The Living Legacy Foundation,Maryland City,Maryland,United States
grid.490880.d,John & Marcia Goldman Foundation,San Francisco,California,United States
grid.490881.c,Lloyd A. Fry Foundation,Chicago,Illinois,United States
grid.490884.9,Inland Empire Liver Foundation,Rialto,California,United States
grid.490885.8,Joseph M. Still Research Foundation,Augusta,Georgia,United States
grid.490887.a,The Lynn Sage Foundation,Chicago,Illinois,United States
grid.490891.d,Neurologique Foundation,Ponte Vedra Beach,Florida,United States
grid.490895.9,Interventional Stroke Therapy Outcomes Registry,New Orleans,Louisiana,United States
grid.490898.4,Her Many Voices Foundation,Boulder,Colorado,United States
grid.490899.5,International Brain Research Foundation,Edison,New Jersey,United States
grid.490900.4,Marine Corps – Law Enforcement Foundation,Tuckahoe,New York,United States
grid.490901.5,North Georgia Heart Foundation,Oakwood,Georgia,United States
grid.490902.6,Dr Marnie Rose Foundation,Houston,Texas,United States
grid.490903.7,Keloid Research Foundation,New York,New York,United States
grid.490905.1,International Hyperbaric Medical Foundation,Falls Church,Virginia,United States
grid.490906.2,Northwest Oklahoma Osteopathic Foundation,Enid,Oklahoma,United States
grid.490909.d,Kulas Foundation,Cleveland,Ohio,United States
grid.490910.5,NoVo Foundation,New York,New York,United States
grid.490913.6,Nurses for Newborns,St Louis,Missouri,United States
grid.490915.0,Patty Brisben Foundation for Women’s Sexual Health,Cincinnati,Ohio,United States
grid.490918.d,Nutritional Research Foundation,Flemington,New Jersey,United States
grid.490919.c,Landon Pediatric Foundation,Ventura,California,United States
grid.490920.6,Paul M. Angell Family Foundation,Chicago,Illinois,United States
grid.490921.7,American College of Osteopathic Obstetricians & Gynecologists,Fort Worth,Texas,United States
grid.490922.4,Medica Foundation,Minneapolis,Minnesota,United States
grid.490924.2,Medarva Healthcare,Richmond,Virginia,United States
grid.490925.3,Paul Ruby Foundation for Parkinson’s Research,Geneva,Illinois,United States
grid.490926.0,Barbara Lee Family Foundation,Cambridge,Massachusetts,United States
grid.490927.1,Mend a Heart Foundation,Clarendon Hills,Illinois,United States
grid.490929.f,Ocular Immunology and Uveitis Foundation,Waltham,Massachusetts,United States
grid.490930.7,Leiomyosarcoma Direct Research Foundation,Tulsa,Oklahoma,United States
grid.490931.6,The Leon Lowenstein Foundation,New York,New York,United States
grid.490933.4,Michigan Pharmacists Association,Kalamazoo,Michigan,United States
grid.490935.2,Ronan Thompson Foundation,Phoenix,Arizona,United States
grid.490938.f,Hogg Foundation for Mental Health,Austin,Texas,United States
grid.490940.0,ALS Finding a Cure,Stamford,Connecticut,United States
grid.490942.2,Pediatric Blood and Marrow Transplant Foundation,Los Angeles,California,United States
grid.490943.3,Institute for Rehabilitation and Research Foundation,Houston,Texas,United States
grid.490950.1,Pennsylvania Allergy and Asthma Association,Harrisburg,Pennsylvania,United States
grid.490951.0,Osteo Science Foundation,Philadelphia,Pennsylvania,United States
grid.490952.3,The Sandra A. Daugherty Foundation,Reno,Nevada,United States
grid.490953.2,Musculoskeletal Orthopedic Research and Education Foundation,Phoenix,Arizona,United States
grid.490954.5,Michael Reese Research and Education Foundation,Chicago,Illinois,United States
grid.490955.4,Osteopathic Founders Foundation,Tulsa,Oklahoma,United States
grid.490959.8,Maier Foundation,Charleston,West Virginia,United States
grid.490961.3,Sceptor Pain Foundation,Winston-Salem,North Carolina,United States
grid.490962.0,Texas Cardiac Arrhythmia,Austin,Texas,United States
grid.490963.1,Texas Neurofibromatosis Foundation,Dallas,Texas,United States
grid.490964.6,South Sound Care Foundation,Tacoma,Washington,United States
grid.490965.7,The Peter and Elizabeth C. Tower Foundation,New York,New York,United States
grid.490968.a,Andrew McDonough B+ Foundation,Wilmington,Delaware,United States
grid.490970.3,Phase One Foundation,Santa Monica,California,United States
grid.490972.1,St. Hope Foundation,Bellaire,Texas,United States
grid.490980.c,Semmes Murphey Foundation,Memphis,Tennessee,United States
grid.490981.d,Setting Scoliosis Straight Foundation,San Diego,California,United States
grid.490982.e,Bowmen Family Foundation,Sherwood,Oregon,United States
grid.490983.f,Seva Foundation,Berkeley,California,United States
grid.490984.8,Strabismus Research Foundation,San Francisco,California,United States
grid.490987.b,Sun Protection Foundation,San Diego,California,United States
grid.490988.4,The Chopra Foundation,Carlsbad,California,United States
grid.490989.5,Side-Out Foundation,Fairfax,Virginia,United States
grid.490990.d,Slocum Research and Education Foundation,Eugene,Oregon,United States
grid.490993.e,Pine Street Foundation,San Anselmo,California,United States
grid.490995.8,Susan L. Bader Foundation of Hope,Eldridge,Iowa,United States
grid.490996.b,River Styx Foundation,Kirkland,Washington,United States
grid.490997.a,Foundation of Hope,Raleigh,North Carolina,United States
grid.490998.5,The Piton Foundation,Denver,Colorado,United States
grid.490999.4,Early Childhood Initiative Foundation,Miami,Florida,United States
grid.491001.d,Planet Water Foundation,Scottsdale,Arizona,United States
grid.491003.f,The Eisner Foundation,Beverly Hills,California,United States
grid.491005.9,The Heartburn Foundation,Englewood,Colorado,United States
grid.491008.4,The Hersh Foundation,Irving,Texas,United States
grid.491009.5,Perinatal Quality Foundation,Oklahoma City,Oklahoma,United States
grid.491010.d,Hoffberger Family Philanthropies,Baltimore,Maryland,United States
grid.491011.c,The Fan Fox and Leslie R. Samuels Foundation,New York,New York,United States
grid.491012.f,Feminist Majority Foundation,Arlington,Virginia,United States
grid.491019.4,Plough Foundation,Memphis,Tennessee,United States
grid.491021.f,Polk Bros. Foundation,Chicago,Illinois,United States
grid.491022.c,Peter G. Dodge Foundation,Baltimore,Maryland,United States
grid.491023.d,TargetCancer Foundation,Cambridge,Massachusetts,United States
grid.491024.a,Joe Niekro Foundation,San Diego,California,United States
grid.491025.b,John P. Hussman Foundation,Ellicott City,Maryland,United States
grid.491027.9,Mulago Foundation,San Francisco,California,United States
grid.491029.7,The Kelvin and Eleanor Smith Foundation,Cleveland,Ohio,United States
grid.491031.e,The Stop ALD Foundation,Houston,Texas,United States
grid.491035.a,The Salah Foundation,Fort Lauderdale,Florida,United States
grid.491038.7,Ben's Dream,Wellesley,Massachusetts,United States
grid.491039.6,Wayne D Kuni & Joan E Kuni Foundation,Vancouver,Washington,United States
grid.491042.a,Shade Foundation,Washington D.C.,District of Columbia,United States
grid.491045.d,National Urea Cycle Disorders Foundation,Pasadena,California,United States
grid.491046.e,Thomas & Jeanne Elmezzi Foundation,Astoria,New York,United States
grid.491047.f,Progressive Agriculture Foundation,Birmingham,Alabama,United States
grid.491048.0,The Ojai Foundation,Ojai,California,United States
grid.491049.1,The Solomon Foundation,Parker,Colorado,United States
grid.491050.9,Sparrow Thoracic Cardiovascular Institute,Lansing,Michigan,United States
grid.491052.b,United Healthcare Children's Foundation,Minneapolis,Minnesota,United States
grid.491053.a,Wichita Medical Research and Education Foundation,Wichita,Kansas,United States
grid.491057.e,Urological Research Foundation,Manchester,Missouri,United States
grid.491061.b,Veterans for America,Los Angeles,California,United States
grid.491062.8,Vietnamese Voluntary Foundation,San Jose,California,United States
grid.491067.d,Proliance Orthopedic Associates,Renton,Washington,United States
grid.491068.2,Wadsworth Golf Construction Company,Plainfield,Illinois,United States
grid.491069.3,Watching Over Mothers & Babies,Tucson,Arizona,United States
grid.491070.b,Yoga Science Foundation,Ashland,Oregon,United States
grid.491072.9,WellMed Charitable Foundation,San Antonio,Texas,United States
grid.491073.8,Western States Endurance Run Foundation,Auburn,California,United States
grid.491074.f,Western Orthopedics Foundation,Denver,Colorado,United States
grid.491077.c,White Clover Wellness and Research Center,Shreveport,Louisiana,United States
grid.491113.f,AEGEA Medical,Redwood City,California,United States
grid.491115.9,Denali Therapeutics,South San Francisco,California,United States
grid.491152.a,American Leprosy Missions,Greenville,South Carolina,United States
grid.491187.2,Fit Kids Foundation,Redwood City,California,United States
grid.491223.f,Fractyl,Lexington,Massachusetts,United States
grid.491229.5,Vision Research ROPARD Foundation,Novi,Michigan,United States
grid.491258.3,Cox Enterprises,Atlanta,Georgia,United States
grid.491263.b,Nano-Ditech,Cranbury,New Jersey,United States
grid.491290.7,Hu-Friedy,Chicago,Illinois,United States
grid.491337.b,PharmaJet,Golden,Colorado,United States
grid.491355.f,NinePoint Medical,Bedford,Massachusetts,United States
grid.491365.c,InterMed,Alachua,Florida,United States
grid.491375.d,International Society of Travel Medicine,Dunwoody,Georgia,United States
grid.491393.5,Lysosomal Therapeutics,Cambridge,Massachusetts,United States
grid.491394.2,Pulmonx,Redwood City,California,United States
grid.491400.8,On Target Laboratories,West Lafayette,Indiana,United States
grid.491424.e,AGIS,San Ramon,California,United States
grid.491427.d,Happiest Baby,Santa Monica,California,United States
grid.491434.f,Solace Therapeutics,Framingham,Massachusetts,United States
grid.491498.9,Vascular Insights,Quincy,Massachusetts,United States
grid.491501.8,Peter G. Peterson Foundation,New York,New York,United States
grid.491508.1,Reflex Sympathetic Dystrophy Syndrome Association,Milford,Connecticut,United States
grid.491513.b,Lunar and Planetary Institute,Houston,Texas,United States
grid.491563.c,Puerto Rico Administration of Mental Health and Anti-Addiction Services,Bayamón,Puerto Rico,United States
grid.491574.a,480 Biomedical,Watertown,Massachusetts,United States
grid.491585.4,Minneapolis VA Medical Center,Minneapolis,Minnesota,United States
grid.491594.4,Alder,Bothell,Washington,United States
grid.491595.5,Cancer Prevention Pharmaceuticals,Tucson,Arizona,United States
grid.491616.d,CVRx,Minneapolis,Minnesota,United States
grid.491798.a,Glaukos,San Clemente,California,United States
grid.491831.6,Elixir Medical,Milpitas,California,United States
grid.491875.6,Inspire Medical Systems,Maple Grove,Minnesota,United States
grid.491892.f,Histiocyte Society,Pitman,New Jersey,United States
grid.491955.5,International Mammalian Genome Society,Chapel Hill,North Carolina,United States
grid.492063.a,Kona Medical,Bellevue,Washington,United States
grid.492113.c,K2M,Leesburg,Virginia,United States
grid.492116.9,KA Medical,Roseville,Minnesota,United States
grid.492159.2,Merz,Raleigh,North Carolina,United States
grid.492321.f,Adult Congenital Heart Association,Philadelphia,Pennsylvania,United States
grid.492322.c,Bear Valley,Big Bear Lake,California,United States
grid.492323.d,Center for the Improvement of Child Caring,San Fernando,California,United States
grid.492324.a,Gemstone Foundation,Wildomar,California,United States
grid.492326.8,Genetic Information Research Institute,Mountain View,California,United States
grid.492328.6,Alice Hamilton Occupational Health Center,Silver Spring,Maryland,United States
grid.492329.7,Dominican Women's Development Center,New York,New York,United States
grid.492330.f,Center for World Indigenous Studies,Olympia,Washington,United States
grid.492331.e,Penn Highlands DuBois,DuBois,Pennsylvania,United States
grid.492332.d,Global Alzheimer's Platform Foundation,Washington D.C.,District of Columbia,United States
grid.492333.c,Centerline Digital,Raleigh,North Carolina,United States
grid.492334.b,Global Biological Standards Institute,Washington D.C.,District of Columbia,United States
grid.492335.a,MidMichigan Medical Center - Alpena,Alpena,Michigan,United States
grid.492336.9,Bioelectromagnetics Society,Frederick,Maryland,United States
grid.492337.8,Central Brain Tumor Registry of the United States,Hinsdale,Illinois,United States
grid.492338.7,American Academy of Health Behavior,Bowling Green,Ohio,United States
grid.492339.6,Aspirus Ironwood Hospital,Ironwood,Michigan,United States
grid.492340.8,Central Park West Health Center,Toledo,Ohio,United States
grid.492341.9,Great Lakes Environmental Center,Traverse City,Michigan,United States
grid.492343.b,Lakewood Health System,Staples,Minnesota,United States
grid.492344.c,American Academy of Hospice and Palliative Medicine,Chicago,Illinois,United States
grid.492345.d,Grinnell Regional Medical Center,Grinnell,Iowa,United States
grid.492346.e,American Association for Cancer Education,Charlottesville,Virginia,United States
grid.492347.f,Gritman Medical Center,Moscow,Idaho,United States
grid.492348.0,Gulf Marine Institute of Technology,Gulf Breeze,Florida,United States
grid.492349.1,Erie Family Health Center,Evanston,Illinois,United States
grid.492350.9,American Health Research Institute,Birmingham,Alabama,United States
grid.492351.8,Chesterfield Family Practice Center,Richmond,Virginia,United States
grid.492352.b,St. Francis Foundation,Greenville,South Carolina,United States
grid.492353.a,American Mosquito Control Association,New Brunswick,New Jersey,United States
grid.492354.d,Everglades Area Health Education Center,West Palm Beach,Florida,United States
grid.492355.c,Hayward Area Memorial Hospital,Hayward,Wisconsin,United States
grid.492356.f,American Pancreatic Association,Manhattan Beach,California,United States
grid.492357.e,Southeast Health District,Waycross,Georgia,United States
grid.492358.1,Northern New Mexico Health Center,Española,New Mexico,United States
grid.492359.0,The Evolution Institute,San Antonio,Florida,United States
grid.492360.a,American Psychopathological Association,New York,New York,United States
grid.492362.8,Healthcare Association of New York State,Rensselaer,New York,United States
grid.492363.9,Helen Keller Foundation,Stuart,Florida,United States
grid.492364.e,Kansas City Indian Center,Kansas City,Missouri,United States
grid.492365.f,Children's Diagnostic & Treatment Center,Fort Lauderdale,Florida,United States
grid.492366.c,American Samoa Community Cancer Coalition,Pago Pago,American Samoa,United States
grid.492368.2,Heart Valve Society of America,New York,New York,United States
grid.492370.b,Mile Bluff Medical Center,Mauston,Wisconsin,United States
grid.492371.a,Hidradenitis Suppurativa Foundation,Santa Monica,California,United States
grid.492372.9,Family Guidance Centers,Des Plaines,Illinois,United States
grid.492373.8,Family Healthcare,Fargo,North Dakota,United States
grid.492374.f,Hilo Medical Center,Hilo,Hawaii,United States
grid.492375.e,California Medical Innovations Institute,San Diego,California,United States
grid.492376.d,Cholangiocarcinoma Foundation,Herriman,Utah,United States
grid.492377.c,Ferre Institute,Binghamton,New York,United States
grid.492378.3,California Northstate University,Elk Grove,California,United States
grid.492379.2,American Tai Chi and Qigong Association,Herndon,Virginia,United States
grid.492380.4,Lutheran SeniorLife,Butler,Pennsylvania,United States
grid.492381.5,Ferry County Memorial Hospital,Republic,Washington,United States
grid.492382.6,Flagstaff Medical Center,Flagstaff,Arizona,United States
grid.492383.7,Androgen Excess and PCOS Society,Los Angeles,California,United States
grid.492384.0,Suncoast Hospice Institute,Clearwater,Florida,United States
grid.492385.1,Hospital Consortium of San Mateo County,San Mateo,California,United States
grid.492386.2,Milwaukee Emergency Center for Animals,Greenfield,Wisconsin,United States
grid.492387.3,"Foundation for Worker, Veteran and Environmental Health",Brooklyn,New York,United States
grid.492390.5,Anson County Health Department,Wadesboro,North Carolina,United States
grid.492392.7,Four Winds Hospital,Katonah,New York,United States
grid.492393.6,Clear Lake Medical Foundation,Houston,Texas,United States
grid.492394.1,Clearwater Valley Hospital and Clinics,Orofino,Idaho,United States
grid.492395.0,Canton-Potsdam Hospital,Potsdam,New York,United States
grid.492396.3,Carolinas Hospital System,Florence,South Carolina,United States
grid.492397.2,Cleveland Research,Cleveland,Ohio,United States
grid.492398.d,Caron,Wernersville,Pennsylvania,United States
grid.492399.c,Catholic Leadership Institute,Wayne,Pennsylvania,United States
grid.492400.b,Hussman Institute for Autism,Catonsville,Maryland,United States
grid.492401.a,Association of American Cancer Institutes,Pittsburgh,Pennsylvania,United States
grid.492402.9,G.A. Carmichael Family Health Center,Canton,Mississippi,United States
grid.492403.8,Association for Chemoreception Sciences,Minneapolis,Minnesota,United States
grid.492404.f,Association for Utah Community Health,Murray,Utah,United States
grid.492405.e,Imagination Institute,Philadelphia,Pennsylvania,United States
grid.492406.d,Telligen,West Des Moines,Iowa,United States
grid.492407.c,Columbus Center,Great Falls,Montana,United States
grid.492408.3,Indiana Biosciences Research Institute,Indianapolis,Indiana,United States
grid.492409.2,Association of Black Cardiologists,New York,New York,United States
grid.492410.a,Institute for Global Ethics,Madison,Wisconsin,United States
grid.492411.b,Center for Human Genetics,Bar Harbor,Maine,United States
grid.492412.8,Association of Black Health-System Pharmacists,Spring,Texas,United States
grid.492413.9,Association of Oncology Social Work,Oakbrook Terrace,Illinois,United States
grid.492414.e,Conquer Chiari,Pittsburgh,Pennsylvania,United States
grid.492415.f,Institute for Rare and Neglected Diseases Drug Discovery,Mountain View,California,United States
grid.492416.c,Center for Music Therapy,Austin,Texas,United States
grid.492417.d,Institute for Research and Evaluation,Salt Lake City,Utah,United States
grid.492419.3,Iron Disorders Institute,Greenville,South Carolina,United States
grid.492420.9,Cooley Dickinson Health Care,Northampton,Massachusetts,United States
grid.492421.8,The Coordinating Center,Millersville,Pennsylvania,United States
grid.492422.b,Center for Neurologic Study,La Jolla,California,United States
grid.492423.a,Copper Queen Community Hospital,Bisbee,Arizona,United States
grid.492424.d,Association for Academic Minority Physicians,Cockeysville,Maryland,United States
grid.492425.c,Critical Illness & Trauma Foundation,Bozeman,Montana,United States
grid.492426.f,Center for Public Service Communications,Claiborne,Louisiana,United States
grid.492427.e,J.C. Blair Memorial Hospital,Huntingdon,Pennsylvania,United States
grid.492428.1,Banner Thunderbird Medical Center,Glendale,Arizona,United States
grid.492429.0,Barrett Hospital & HealthCare,Dillon,Montana,United States
grid.492430.8,Jackson Medical Mall Thad Cochran Center,Jackson,Mississippi,United States
grid.492431.9,Memphis Center For Reproductive Health,Memphis,Tennessee,United States
grid.492432.a,AHEC West,Cumberland,Maryland,United States
grid.492433.b,Jefferson Healthcare,Port Townsend,Washington,United States
grid.492434.c,Center for Research Strategies,Denver,Colorado,United States
grid.492435.d,Bartlett Regional Hospital,Juneau,Alaska,United States
grid.492436.e,International Society for Applied Cardiovascular Biology,Collierville,Tennessee,United States
grid.492437.f,Johns Hopkins Berman Institute of Bioethics,Baltimore,Maryland,United States
grid.492438.0,International Cannabinoid Research Society,Durham,North Carolina,United States
grid.492439.1,Juvenile Protective Association,Chicago,Illinois,United States
grid.492440.f,International Eosinophil Society,Milwaukee,Wisconsin,United States
grid.492441.e,Maryland Medical Research Institute,Baltimore,Maryland,United States
grid.492442.d,Kawasaki Disease Foundation,Ipswich,Massachusetts,United States
grid.492443.c,PATH To Reading,Encinitas,California,United States
grid.492444.b,International Neuroethics Society,Bethesda,Maryland,United States
grid.492445.a,Natural Philosophy Institute,Rockville,Maryland,United States
grid.492446.9,Trios Health,Kennewick,Washington,United States
grid.492447.8,The Performance Institute,Washington D.C.,District of Columbia,United States
grid.492448.7,International Neuromodulation Society,San Francisco,California,United States
grid.492449.6,Massachusetts Health & Hospital Association,Burlington,Massachusetts,United States
grid.492450.e,The Knee Society,Rosemont,Illinois,United States
grid.492451.f,International Pemphigus & Pemphigoid Foundation,Sacramento,California,United States
grid.492452.c,International Society for Heart Research,Durham,North Carolina,United States
grid.492453.d,International Society of Differentiation,Saint Paul,Minnesota,United States
grid.492454.a,International Society for Neuroethology,Lawrence,Kansas,United States
grid.492455.b,Pikeville Medical Center,Pikeville,Kentucky,United States
grid.492457.9,Kona Community Hospital,Kealakekua,Hawaii,United States
grid.492458.6,International Society for Quality of Life Research,Milwaukee,Wisconsin,United States
grid.492459.7,Avera McKennan Hospital & University Health Center,Sioux Falls,South Dakota,United States
grid.492460.d,Neosho Memorial Regional Medical Center,Chanute,Kansas,United States
grid.492462.f,International Behavioral Neuroscience Society,San Antonio,Texas,United States
grid.492465.8,The Foundation for Peripheral Neuropathy,Buffalo Grove,Illinois,United States
grid.492467.a,Sign Media,Burtonsville,Maryland,United States
grid.492468.5,New Hampshire Nurses' Association,Concord,New Hampshire,United States
grid.492469.4,Mercy Fitzgerald Hospital,Darby,Pennsylvania,United States
grid.492470.c,Providence Community Health Centers,Providence,Rhode Island,United States
grid.492471.d,Skin Science Institute,Salt Lake City,Utah,United States
grid.492472.e,Foundation of New York State Nurses,Albany,New York,United States
grid.492473.f,Society for Acupuncture Research,Winston-Salem,North Carolina,United States
grid.492476.a,Laureate Psychiatric Clinic and Hospital,Tulsa,Oklahoma,United States
grid.492477.b,Niagara Falls Memorial Medical Center,Niagara Falls,New York,United States
grid.492478.4,Punxsutawney Area Hospital,Punxsutawney,Pennsylvania,United States
grid.492479.5,Microcirculatory Society,Columbia,Missouri,United States
grid.492480.3,Society for Industrial Microbiology and Biotechnology,Fairfax,Virginia,United States
grid.492481.2,PrimaryPlus,Vanceburg,Kentucky,United States
grid.492482.1,Noyes Memorial Hospital,Dansville,New York,United States
grid.492483.0,Society for Invertebrate Pathology,Marceline,Missouri,United States
grid.492484.7,Society For Investigative Dermatology,Cleveland,Ohio,United States
grid.492487.4,The Lloyd Society,Silver Spring,Maryland,United States
grid.492488.b,Moebius Syndrome Foundation,Pilot Grove,Missouri,United States
grid.492489.a,North American Hair Research Society,Geneva,Illinois,United States
grid.492490.2,Monadnock Community Hospital,Peterborough,New Hampshire,United States
grid.492491.3,Society on Neuroimmune Pharmacology,Omaha,Nebraska,United States
grid.492492.0,Montgomery County Public Libraries,Rockville,Maryland,United States
grid.492493.1,Morrison Child and Family Services,Portland,Oregon,United States
grid.492494.6,South Bend Medical Foundation,South Bend,Indiana,United States
grid.492495.7,Mercy Health - Lorain Hospital,Lorain,Ohio,United States
grid.492496.4,The Morton Center,Louisville,Kentucky,United States
grid.492497.5,North Little Rock Health Department,North Little Rock,Arkansas,United States
grid.492499.b,Catholic Charities Archdiocese of Washington,Washington D.C.,District of Columbia,United States
grid.492500.a,Northeastern Mental Health Center,Kendallville,Indiana,United States
grid.492501.b,Spanish Peaks Regional Health Center,Walsenburg,Colorado,United States
grid.492502.8,Flint Hills Community Health Center,Emporia,Kansas,United States
grid.492503.9,Northern Westchester Hospital,Mount Kisco,New York,United States
grid.492504.e,Spondylitis Association of America,Van Nuys,California,United States
grid.492505.f,Magnetic Resonance Imaging Institute for Biomedical Research,Detroit,Michigan,United States
grid.492506.c,Safecor,Woburn,Massachusetts,United States
grid.492508.2,St. James Mercy Hospital,Hornell,New York,United States
grid.492509.3,Odessa Memorial Healthcare Center,Odessa,Florida,United States
grid.492510.b,Resource Development Institute,Missouri City,Texas,United States
grid.492511.a,Madison County Health Department,Richmond,Kentucky,United States
grid.492512.9,St. Joseph Hospital,Eureka,California,United States
grid.492513.8,Oklahoma Blood Institute,Oklahoma City,Oklahoma,United States
grid.492514.f,FamilieSCN2A Foundation,Springfield,Massachusetts,United States
grid.492515.e,Maine Hospital Association,Augusta,Maine,United States
grid.492516.d,St. Peter’s Child Development Center,Hoover,Alabama,United States
grid.492517.c,Oregon Law Center,Portland,Oregon,United States
grid.492521.9,Osteoarthritis Research Society International,Mount Laurel,New Jersey,United States
grid.492522.a,Our Lady of the Lake Children's Hospital,Baton Rouge,Louisiana,United States
grid.492523.b,Stereology Resource Center,Chester,Maryland,United States
grid.492524.c,Pacific Tuberculosis and Cancer Research,Anaheim,California,United States
grid.492526.e,Covenant HealthCare,Saginaw,Michigan,United States
grid.492527.f,The PANSS Institute,New York,New York,United States
grid.492528.0,Syosset Hospital,Syosset,New York,United States
grid.492529.1,Taylor Regional Hospital,Campbellsville,Kentucky,United States
grid.492530.9,Tri Center,Brooklyn,New York,United States
